"cond"	"subj"	"fixed"	"phase"	"trial"	"catordist"	"ic1"	"ic2"	"ic3"	"ic4"	"ic5"	"ic6"	"ic7"	"ic8"	"ic9"	"ic10"	"ic11"	"ic12"	"resp"	"rt"
3	27	3	2	113	7	4	27	32	33	11	3	35	26	6	23	36	7	3	1.08
3	27	3	2	114	3	1	11	15	22	26	3	23	2	8	10	5	7	1	0.98
3	27	3	2	115	1	7	8	18	5	11	26	4	23	10	1	16	3	1	0.6299999999
3	27	3	2	116	5	33	22	30	4	37	7	11	36	1	34	3	23	2	1.02
3	27	3	2	117	3	30	18	6	8	23	4	3	11	37	7	14	21	3	3.21
3	27	3	2	118	13	19	29	9	17	31	23	7	20	3	11	39	28	2	0.72
3	27	3	2	119	2	5	23	7	11	30	4	8	33	1	21	3	26	1	2.4
3	27	3	2	120	1	18	11	1	4	30	26	23	7	8	3	15	21	1	1.64
3	27	3	2	121	9	23	34	11	24	6	27	3	2	35	7	12	14	3	1.39
3	27	3	2	122	5	21	23	22	34	4	7	12	11	32	8	18	3	3	3.55
3	27	3	2	123	13	17	28	7	23	19	31	11	13	29	3	40	39	2	0.6699999999
3	27	3	2	124	10	26	10	3	8	21	37	1	7	4	15	23	11	1	1.08
3	27	3	2	125	9	35	36	11	6	23	12	27	24	14	22	3	7	3	1.66
3	27	3	2	126	11	36	23	27	35	11	3	22	34	2	7	14	24	3	0.6000000001
3	27	3	2	127	4	26	35	5	23	30	7	11	37	3	27	18	36	3	1.44
3	27	3	2	128	13	13	31	7	20	23	17	29	3	25	39	11	38	2	0.9199999999
3	27	3	2	129	2	11	1	5	7	4	8	24	3	16	26	23	10	1	0.8899999999
3	27	3	2	130	2	11	16	22	1	23	5	37	8	30	3	7	10	1	0.8999999999
1	28	1	0	1	1	25	34	9	31	5	2	17	30	36	3	18	15	-1	-1
1	28	1	0	2	2	8	23	37	22	32	39	12	10	26	24	20	1	-1	-1
1	28	1	0	3	3	11	33	4	21	6	38	29	13	7	28	27	14	-1	-1
1	28	1	0	4	4	16	19	35	40	0	0	0	0	0	0	0	0	-1	-1
1	28	1	1	1	2	39	1	20	37	8	22	23	12	26	32	24	10	-1	-1
1	28	1	1	2	1	5	31	17	34	20	36	30	2	25	9	3	18	-1	-1
1	28	1	1	3	2	32	20	22	24	39	26	1	12	10	37	23	8	-1	-1
1	28	1	1	4	1	3	32	2	11	36	18	17	25	13	31	34	30	-1	-1
1	28	1	1	5	3	27	29	36	4	14	33	7	21	13	11	38	6	-1	-1
1	28	1	1	6	2	24	17	10	23	12	32	39	20	37	1	8	26	-1	-1
1	28	1	1	7	2	32	1	8	39	9	24	20	22	12	26	23	37	-1	-1
1	28	1	1	8	3	38	7	13	22	21	27	14	4	11	33	29	6	-1	-1
1	28	1	1	9	1	31	34	25	36	3	2	5	6	9	15	17	18	-1	-1
1	28	1	1	10	1	31	30	3	39	15	36	18	2	9	34	22	25	-1	-1
1	28	1	1	11	2	39	24	23	37	1	8	36	10	12	26	32	20	-1	-1
1	28	1	1	12	1	7	9	25	5	12	3	17	34	15	30	36	2	-1	-1
1	28	1	1	13	3	14	11	33	39	4	6	29	28	21	38	7	27	-1	-1
1	28	1	1	14	1	30	26	21	36	15	39	3	18	25	34	5	31	-1	-1
1	28	1	1	15	2	39	22	37	20	32	1	23	24	26	12	10	8	-1	-1
1	28	1	1	16	3	18	6	33	4	21	30	28	24	11	13	8	29	-1	-1
1	28	1	1	17	3	33	27	13	14	28	4	38	29	11	21	7	2	-1	-1
1	28	1	1	18	1	18	36	30	31	17	34	2	3	15	25	9	5	-1	-1
1	28	1	1	19	2	24	12	37	31	4	1	26	22	10	8	39	32	-1	-1
1	28	1	1	20	1	9	36	34	17	18	31	3	2	25	15	7	21	-1	-1
1	28	1	1	21	1	9	25	5	17	18	31	15	2	3	30	36	7	-1	-1
1	28	1	1	22	2	32	1	37	23	10	20	26	24	12	8	22	28	-1	-1
1	28	1	1	23	1	15	6	7	36	31	25	17	30	9	34	2	3	-1	-1
1	28	1	1	24	2	22	1	37	39	8	10	23	20	12	24	32	26	-1	-1
1	28	1	1	25	2	8	24	22	20	12	10	32	39	23	37	1	26	-1	-1
1	28	1	1	26	2	22	39	4	24	1	11	26	23	10	8	20	37	-1	-1
1	28	1	1	27	1	18	26	36	7	25	9	3	17	30	31	23	15	-1	-1
1	28	1	1	28	2	32	5	20	1	23	10	2	24	12	11	39	22	-1	-1
1	28	1	1	29	1	25	21	18	15	17	2	9	30	34	3	5	24	-1	-1
1	28	1	1	30	2	29	20	10	23	8	37	26	18	12	22	24	32	-1	-1
1	28	1	1	31	3	14	33	21	27	29	28	7	4	13	6	11	38	-1	-1
1	28	1	1	32	2	1	24	37	12	39	26	8	22	33	23	32	10	-1	-1
1	28	1	1	33	1	18	36	24	25	34	4	5	3	30	21	2	38	-1	-1
1	28	1	1	34	2	1	12	32	39	10	20	23	24	22	6	37	8	-1	-1
1	28	1	1	35	1	18	17	2	30	28	36	9	5	34	3	31	1	-1	-1
1	28	1	1	36	2	12	1	23	24	10	37	8	32	26	39	22	20	-1	-1
1	28	1	1	37	2	23	6	1	39	26	20	22	24	33	10	37	32	-1	-1
1	28	1	1	38	3	18	28	33	13	38	14	29	27	4	7	9	22	-1	-1
1	28	1	1	39	3	33	11	38	7	29	28	4	14	27	13	21	6	-1	-1
1	28	1	1	40	3	14	29	38	4	28	33	7	27	11	21	6	17	-1	-1
1	28	1	1	41	3	21	39	13	38	29	33	6	7	14	28	27	11	-1	-1
1	28	1	1	42	3	4	2	13	6	27	29	38	11	21	37	28	7	-1	-1
1	28	1	1	43	1	18	3	30	34	5	25	2	9	1	17	36	15	-1	-1
1	28	1	1	44	2	15	8	39	23	33	1	37	12	32	17	24	26	-1	-1
1	28	1	1	45	3	4	21	38	6	11	7	27	14	29	13	33	28	-1	-1
1	28	1	1	46	3	7	38	8	29	13	11	33	6	4	21	10	37	-1	-1
1	28	1	1	47	3	38	13	4	6	14	33	28	8	27	21	7	29	-1	-1
1	28	1	1	48	1	30	36	34	31	21	15	9	18	25	2	5	3	-1	-1
1	28	1	1	49	2	20	22	1	39	12	26	8	32	10	37	24	23	-1	-1
1	28	1	1	50	2	12	24	20	8	1	32	22	26	10	39	7	37	-1	-1
1	28	1	1	51	2	10	38	37	39	12	24	30	11	20	22	23	26	-1	-1
1	28	1	1	52	1	30	18	2	3	34	8	5	36	25	15	17	9	-1	-1
1	28	1	1	53	2	12	20	8	32	10	39	1	23	22	26	24	37	-1	-1
1	28	1	1	54	1	31	25	28	18	24	17	14	15	5	9	3	36	-1	-1
1	28	1	1	55	3	33	29	11	13	27	28	38	22	21	14	4	6	-1	-1
1	28	1	1	56	2	33	1	12	26	39	22	23	20	10	8	24	13	-1	-1
1	28	1	1	57	1	18	2	36	38	30	25	17	9	5	7	15	34	-1	-1
1	28	1	1	58	1	17	25	18	3	9	31	2	34	5	36	30	15	-1	-1
1	28	1	1	59	1	36	15	2	17	31	25	9	34	5	30	18	3	-1	-1
1	28	1	1	60	2	8	12	26	32	1	39	23	22	37	10	20	28	-1	-1
1	28	1	1	61	3	28	6	4	21	7	33	13	14	11	38	29	27	-1	-1
1	28	1	1	62	3	6	28	33	27	29	14	38	10	7	11	13	21	-1	-1
1	28	1	1	63	3	7	21	28	38	14	29	11	6	9	13	27	39	-1	-1
1	28	1	1	64	3	29	4	21	11	7	33	6	27	38	28	14	13	-1	-1
1	28	1	1	65	1	36	26	9	5	30	25	6	31	34	3	18	2	-1	-1
1	28	1	1	66	1	30	34	25	3	5	9	17	2	31	18	36	15	-1	-1
1	28	1	1	67	1	9	2	15	33	3	30	20	36	31	34	17	5	-1	-1
1	28	1	1	68	3	14	28	38	6	33	13	7	29	4	21	11	27	-1	-1
1	28	1	1	69	2	10	39	4	24	23	36	20	22	26	32	8	37	-1	-1
1	28	1	1	70	3	14	21	11	7	29	27	6	38	33	4	3	28	-1	-1
1	28	1	1	71	1	2	18	17	3	34	15	36	9	25	37	5	30	-1	-1
1	28	1	1	72	1	2	5	3	18	15	36	30	34	17	9	25	31	-1	-1
1	28	1	1	73	1	1	36	9	27	17	18	3	30	25	31	15	34	-1	-1
1	28	1	1	74	2	37	20	8	39	32	10	26	22	12	24	6	1	-1	-1
1	28	1	1	75	3	27	29	28	7	10	14	13	38	33	4	11	21	-1	-1
1	28	1	1	76	3	13	14	4	11	27	33	28	20	17	7	29	38	-1	-1
1	28	1	1	77	1	25	18	31	3	15	5	17	9	2	30	34	36	-1	-1
1	28	1	1	78	3	32	6	27	28	38	11	21	4	29	13	33	14	-1	-1
1	28	1	1	79	3	4	11	29	6	14	13	33	27	21	7	38	28	-1	-1
1	28	1	1	80	1	24	34	5	3	25	36	18	9	15	30	17	31	-1	-1
1	28	1	1	81	2	23	8	32	39	37	12	24	22	1	26	10	20	-1	-1
1	28	1	1	82	1	31	18	30	34	3	2	17	9	5	25	36	15	-1	-1
1	28	1	1	83	3	33	13	7	6	11	14	21	38	28	10	27	4	-1	-1
1	28	1	1	84	2	32	37	12	20	1	24	38	8	39	26	22	10	-1	-1
1	28	1	1	85	2	26	10	24	37	32	2	8	1	12	39	22	17	-1	-1
1	28	1	1	86	2	32	23	20	24	1	26	8	39	12	10	37	22	-1	-1
1	28	1	1	87	3	29	6	7	4	32	33	38	27	13	21	14	28	-1	-1
1	28	1	1	88	3	33	7	27	11	28	15	6	21	13	4	32	14	-1	-1
1	28	1	1	89	3	33	29	28	7	27	38	21	12	6	4	11	14	-1	-1
1	28	1	1	90	3	7	11	6	33	14	29	38	4	27	13	21	28	-1	-1
1	28	1	2	1	11	28	32	11	33	23	14	4	21	1	27	7	22	3	18.64
1	28	1	2	2	4	9	30	25	14	24	27	23	18	29	1	32	39	3	10.05
1	28	1	2	3	4	2	1	13	32	8	37	17	5	30	27	4	39	2	19.29
1	28	1	2	4	5	27	26	3	36	30	33	18	8	28	29	1	32	1	16.51
1	28	1	2	5	1	8	18	9	32	24	39	31	37	23	22	3	20	2	26.79
1	28	1	2	6	6	10	17	3	14	28	36	29	21	24	4	37	2	2	2.43
1	28	1	2	7	13	15	29	18	36	9	25	2	38	6	17	21	30	3	8.879999999
1	28	1	2	8	10	12	26	7	22	23	39	27	38	6	10	37	1	2	13.56
1	28	1	2	9	13	28	18	30	11	25	3	5	6	17	2	34	4	1	4.789999999
1	28	1	2	10	1	18	37	10	20	34	36	22	15	24	12	26	8	2	5.9
1	28	1	2	11	12	3	1	31	39	36	17	9	2	18	8	5	12	1	11.24
1	28	1	2	12	7	34	12	38	23	14	13	29	18	30	9	33	28	3	8.670000002
1	28	1	2	13	12	10	5	3	9	36	25	20	2	30	32	17	1	1	11.87
1	28	1	2	14	7	25	13	11	4	39	17	18	14	21	23	9	6	3	5.539999999
1	28	1	2	15	3	32	4	18	24	1	36	7	8	30	25	39	20	1	26.23
1	28	1	2	16	13	33	13	31	38	30	25	5	36	7	15	3	34	1	7.880000001
1	28	1	2	17	3	18	10	20	1	11	8	31	5	3	14	26	39	1	35.06999999
1	28	1	2	18	6	37	9	38	2	18	29	13	21	22	28	23	36	1	17.15
1	28	1	2	19	12	34	9	31	18	17	1	36	37	8	22	3	2	1	15.75
1	28	1	2	20	1	22	26	5	15	10	37	30	23	25	12	39	32	2	1.66
1	28	1	2	21	8	13	9	15	10	14	29	6	18	5	21	27	28	3	5.08
1	28	1	2	22	3	34	8	17	21	2	24	39	22	23	5	38	20	1	20.68
1	28	1	2	23	9	11	6	9	27	38	29	15	18	21	33	14	17	3	2.91
1	28	1	2	24	2	2	1	37	12	25	22	39	23	6	8	34	30	2	10.7
1	28	1	2	25	1	10	2	24	18	5	26	39	36	23	20	32	8	1	8.52
1	28	1	2	26	5	2	7	36	27	12	17	5	1	4	26	6	37	3	21.4
1	28	1	2	27	9	27	15	21	13	7	25	18	29	6	17	4	38	3	6.49
1	28	1	2	28	10	28	21	39	24	8	32	1	37	10	38	6	12	2	0.98
1	28	1	2	29	5	33	14	6	12	15	26	5	17	20	29	25	1	3	12.17
1	28	1	2	30	8	33	25	1	11	17	28	13	15	6	14	38	31	3	4.699999999
1	28	1	2	31	8	37	14	11	30	7	28	33	5	6	15	3	29	1	2.07
1	28	1	2	32	13	9	15	30	7	11	17	36	18	27	5	34	29	1	6.630000001
1	28	1	2	33	10	26	39	23	10	21	12	14	22	27	20	13	32	3	14.17
1	28	1	2	34	1	24	2	8	5	37	23	26	10	9	22	15	12	2	5.52
1	28	1	2	35	8	9	6	21	31	29	33	39	30	28	38	34	13	3	17.59
1	28	1	2	36	6	7	17	13	2	34	30	20	12	29	39	14	21	3	9.140000001
1	28	1	2	37	9	13	2	9	28	29	6	7	4	31	33	3	21	3	26.78
1	28	1	2	38	11	4	26	21	14	38	22	27	8	33	37	7	11	3	8.75
1	28	1	2	39	10	4	1	38	12	20	6	8	32	13	10	37	24	2	0.8400000001
1	28	1	2	40	6	21	7	20	28	8	34	24	17	6	38	30	31	1	13.24
1	28	1	2	41	11	4	27	33	13	37	39	14	29	28	8	6	23	3	7.41
1	28	1	2	42	9	36	21	25	4	28	38	11	29	34	13	7	2	1	5.75
1	28	1	2	43	7	28	11	23	29	33	25	30	38	39	18	6	34	1	14.68
1	28	1	2	44	10	39	23	37	8	7	22	32	13	20	21	14	12	3	9.739999998
1	28	1	2	45	10	22	20	27	23	26	6	11	21	24	8	37	39	2	0.8200000001
1	28	1	2	46	6	11	18	33	13	30	14	15	12	32	20	27	31	3	4.93
1	28	1	2	47	6	6	26	5	13	7	15	14	18	2	12	20	21	3	10.51
1	28	1	2	48	4	38	5	24	34	23	22	11	12	2	32	25	7	1	8.300000001
1	28	1	2	49	11	7	26	33	13	27	4	14	24	38	6	10	37	3	4.390000001
1	28	1	2	50	3	4	12	23	39	21	32	31	10	34	24	25	15	2	0.74
1	28	1	2	51	2	26	14	37	39	30	22	36	24	10	20	34	17	2	4
1	28	1	2	52	11	38	20	29	23	27	4	33	1	21	8	7	13	3	4.92
1	28	1	2	53	13	18	28	2	5	3	25	29	7	17	36	15	6	1	2.78
1	28	1	2	54	12	31	18	1	25	26	17	30	34	8	20	15	36	1	4.6
1	28	1	2	55	2	22	30	32	8	9	1	23	5	2	4	37	39	2	10.78
1	28	1	2	56	1	23	24	26	20	10	31	1	9	22	34	30	12	2	10.73
1	28	1	2	57	12	26	36	39	20	31	5	15	3	2	18	17	12	1	2.71
1	28	1	2	58	5	12	6	25	21	28	11	3	20	26	1	5	17	1	3.07
1	28	1	2	59	1	39	18	2	10	32	8	31	12	1	24	23	25	2	6.970000001
1	28	1	2	60	2	21	9	23	24	3	12	26	18	2	32	22	20	1	5.52
1	28	1	2	61	3	6	26	38	5	31	10	18	30	37	22	12	32	2	8.149999999
1	28	1	2	62	12	3	30	25	20	24	36	34	31	5	12	9	1	1	4.25
1	28	1	2	63	2	31	2	1	10	26	4	12	37	32	3	39	15	2	6.859999999
1	28	1	2	64	4	10	26	34	24	38	1	25	7	32	31	30	33	2	17.54
1	28	1	2	65	6	28	21	17	25	24	15	13	4	1	34	10	7	2	6.550000001
1	28	1	2	66	5	23	31	10	25	22	32	11	27	5	38	4	18	1	12.52
1	28	1	2	67	4	6	24	34	32	22	23	15	33	31	11	17	10	3	20.68
1	28	1	2	68	3	14	10	18	12	2	24	3	25	39	27	32	1	3	9.719999999
1	28	1	2	69	4	21	12	20	1	7	31	17	28	18	8	30	37	1	8.07
1	28	1	2	70	9	4	15	21	5	27	33	14	30	29	13	7	25	3	3.5
1	28	1	2	71	8	23	17	27	13	2	30	4	28	7	34	21	38	1	6.98
1	28	1	2	72	12	2	23	22	9	30	3	15	36	31	18	26	37	1	1.64
1	28	1	2	73	11	21	6	26	13	27	39	29	14	28	1	7	23	3	4.35
1	28	1	2	74	10	20	11	37	8	28	10	24	33	13	12	22	39	2	4.939999999
1	28	1	2	75	2	37	32	24	30	36	8	10	26	34	22	2	7	1	13.37
1	28	1	2	76	13	36	11	17	2	14	34	30	21	29	25	5	15	1	9.59
1	28	1	2	77	6	6	29	17	12	28	31	32	25	11	4	34	37	1	8.18
1	28	1	2	78	3	20	22	37	9	5	15	21	39	11	36	24	8	1	2.36
1	28	1	2	79	10	12	26	20	39	10	14	24	38	21	23	8	33	2	6.59
1	28	1	2	80	2	32	22	31	8	20	18	26	3	2	39	12	13	1	6.17
1	28	1	2	81	6	30	28	32	6	36	5	38	31	23	14	11	12	3	3.88
1	28	1	2	82	7	36	11	13	4	18	1	34	22	14	15	21	38	3	6.369999999
1	28	1	2	83	4	3	24	5	32	27	8	9	6	10	33	2	22	1	5.65
1	28	1	2	84	7	9	26	34	15	2	7	14	27	11	33	29	1	3	2.96
1	28	1	2	85	5	4	5	33	1	39	9	3	6	11	32	17	26	1	4.460000001
1	28	1	2	86	2	15	1	17	24	37	13	26	25	10	32	12	18	2	8.800000001
1	28	1	2	87	6	36	3	29	22	8	31	2	38	7	23	27	21	1	1.46
1	28	1	2	88	4	28	34	26	38	37	20	21	23	36	12	17	18	1	5.869999999
1	28	1	2	89	11	38	4	13	29	27	7	21	37	8	12	10	11	2	0.8100000001
1	28	1	2	90	2	13	36	30	22	26	31	20	9	1	23	8	10	1	6.77
1	28	1	2	91	13	28	36	25	5	4	14	2	15	34	17	13	31	1	1.9
1	28	1	2	92	9	9	34	5	7	30	21	29	13	28	33	14	6	3	11.24
1	28	1	2	93	5	12	28	10	15	5	3	29	9	33	4	22	23	1	1.97
1	28	1	2	94	7	11	1	17	13	18	25	3	24	14	38	28	21	3	4.800000001
1	28	1	2	95	9	4	11	31	29	27	34	33	21	5	14	3	13	3	2.7
1	28	1	2	96	9	7	34	25	11	3	28	29	4	5	21	6	33	1	1.64
1	28	1	2	97	12	18	34	26	15	10	17	3	9	1	24	30	5	1	2.21
1	28	1	2	98	7	18	3	29	28	31	6	33	11	27	25	8	37	3	3.9
1	28	1	2	99	7	4	10	33	24	29	18	25	15	11	6	2	14	3	9.18
1	28	1	2	100	12	2	31	1	5	17	20	23	15	9	18	34	12	1	7.82
1	28	1	2	101	9	13	6	21	27	30	31	14	38	29	3	25	4	3	1.53
1	28	1	2	102	7	3	14	7	5	4	25	34	29	24	6	20	13	1	1.76
1	28	1	2	103	8	4	36	33	30	11	7	31	5	6	29	21	32	1	3.87
1	28	1	2	104	8	32	4	38	33	13	9	11	27	30	15	14	5	3	4.66
1	28	1	2	105	11	29	20	13	14	12	21	27	33	8	7	26	38	3	3.79
1	28	1	2	106	5	5	13	23	17	14	11	38	20	37	3	26	15	1	1.81
1	28	1	2	107	4	33	17	8	24	5	4	3	26	15	32	23	13	1	1.73
1	28	1	2	108	10	10	8	4	11	20	7	32	22	27	12	24	26	2	9.120000001
1	28	1	2	109	13	31	14	3	34	4	29	2	33	9	17	18	30	1	8.890000001
1	28	1	2	110	3	1	9	4	10	12	26	23	32	18	3	29	31	1	10.1
1	28	1	2	111	5	37	15	5	33	29	38	20	12	1	4	25	34	1	3.81
1	28	1	2	112	8	9	28	29	27	31	5	33	10	11	7	14	34	3	9.100000001
1	28	1	2	113	3	3	32	17	37	5	23	36	27	8	4	39	22	1	3.71
1	28	1	2	114	1	37	26	8	9	32	30	22	3	15	20	10	23	2	7.529999999
1	28	1	2	115	11	28	11	38	13	29	27	7	26	10	33	39	12	2	7.33
1	28	1	2	116	11	33	11	21	13	7	38	1	6	23	14	32	24	3	9.059999999
1	28	1	2	117	12	36	37	9	3	25	2	8	18	10	20	17	31	1	6.869999999
1	28	1	2	118	8	29	14	15	34	25	38	31	7	28	22	21	13	3	3.71
1	28	1	2	119	5	11	37	36	34	14	27	12	7	18	30	22	20	1	8.530000001
1	28	1	2	120	7	34	24	30	33	20	25	38	31	27	7	11	13	3	6.52
1	28	1	2	121	4	20	38	25	30	11	18	2	23	29	10	32	24	2	1.11
1	28	1	2	122	8	11	2	15	38	29	6	14	18	27	4	9	39	3	2.44
1	28	1	2	123	13	6	5	31	36	17	30	27	21	9	33	34	18	1	5.039999999
1	28	1	2	124	10	23	4	20	39	32	22	7	12	1	8	27	33	3	7.42
1	28	1	2	125	13	36	29	15	30	2	18	4	38	5	6	34	9	1	2.72
1	28	1	2	126	3	29	30	28	26	24	5	18	8	37	9	32	10	2	7.210000001
1	28	1	2	127	1	22	32	18	1	10	24	37	39	17	30	20	34	2	1.88
1	28	1	2	128	2	30	32	22	7	26	10	37	17	36	31	23	20	2	5.039999999
1	28	1	2	129	9	13	21	7	38	36	18	29	5	17	33	14	11	1	1.55
1	28	1	2	130	1	26	10	32	12	39	9	34	31	24	20	25	1	2	3.84
1	29	2	0	1	1	18	17	23	22	37	4	28	5	20	11	8	12	-1	-1
1	29	2	0	2	2	2	31	35	21	14	13	33	26	7	19	1	24	-1	-1
1	29	2	0	3	3	3	36	39	27	6	10	40	15	32	9	34	30	-1	-1
1	29	2	0	4	4	16	25	29	38	0	0	0	0	0	0	0	0	-1	-1
1	29	2	1	1	1	17	19	23	22	20	37	5	8	11	28	4	12	-1	-1
1	29	2	1	2	2	37	33	35	21	7	18	1	31	2	14	9	26	-1	-1
1	29	2	1	3	2	35	21	26	2	1	19	31	14	33	18	24	13	-1	-1
1	29	2	1	4	3	36	10	18	32	6	30	9	40	15	34	27	3	-1	-1
1	29	2	1	5	1	22	8	28	20	37	12	18	5	11	4	17	26	-1	-1
1	29	2	1	6	3	9	27	15	32	13	10	34	3	30	39	6	40	-1	-1
1	29	2	1	7	3	6	15	30	9	33	27	32	39	34	3	40	10	-1	-1
1	29	2	1	8	1	23	11	18	37	24	12	19	28	17	5	20	8	-1	-1
1	29	2	1	9	3	36	10	15	30	27	34	3	32	40	39	9	6	-1	-1
1	29	2	1	10	2	35	31	33	24	21	13	2	19	23	26	7	14	-1	-1
1	29	2	1	11	3	15	36	6	32	30	39	10	9	34	3	27	40	-1	-1
1	29	2	1	12	3	6	27	30	32	4	9	36	34	10	40	3	39	-1	-1
1	29	2	1	13	3	32	39	8	36	10	27	30	33	6	34	9	3	-1	-1
1	29	2	1	14	2	13	7	8	14	37	35	33	1	10	21	19	24	-1	-1
1	29	2	1	15	3	30	6	32	34	39	10	36	9	27	40	15	3	-1	-1
1	29	2	1	16	3	9	24	40	34	35	15	7	6	32	3	39	10	-1	-1
1	29	2	1	17	2	1	7	24	2	36	26	35	20	19	31	14	28	-1	-1
1	29	2	1	18	3	30	15	21	3	10	39	32	6	36	28	27	9	-1	-1
1	29	2	1	19	2	18	33	19	14	21	1	2	13	35	31	26	7	-1	-1
1	29	2	1	20	2	26	14	13	24	19	30	2	1	33	35	31	7	-1	-1
1	29	2	1	21	3	6	10	9	34	33	3	27	36	35	8	39	32	-1	-1
1	29	2	1	22	3	2	3	10	1	30	32	6	15	34	36	9	39	-1	-1
1	29	2	1	23	2	24	1	21	7	13	2	19	14	31	35	33	26	-1	-1
1	29	2	1	24	3	10	6	21	30	9	27	34	40	3	39	15	32	-1	-1
1	29	2	1	25	1	11	28	17	23	18	37	22	5	8	20	12	4	-1	-1
1	29	2	1	26	1	28	23	17	8	11	18	37	20	5	4	19	22	-1	-1
1	29	2	1	27	2	31	26	7	13	2	4	35	33	11	14	19	1	-1	-1
1	29	2	1	28	1	28	4	12	11	5	18	8	20	37	17	22	23	-1	-1
1	29	2	1	29	3	30	10	34	32	2	9	6	39	40	27	15	3	-1	-1
1	29	2	1	30	1	37	28	11	22	20	33	12	4	8	5	23	17	-1	-1
1	29	2	1	31	2	7	1	26	35	14	33	21	13	24	5	2	9	-1	-1
1	29	2	1	32	2	33	24	19	37	31	21	2	1	35	13	7	26	-1	-1
1	29	2	1	33	1	22	37	20	8	5	12	28	18	11	23	4	17	-1	-1
1	29	2	1	34	2	7	14	31	19	33	21	35	2	13	1	24	26	-1	-1
1	29	2	1	35	1	23	4	18	5	37	39	11	17	35	8	20	12	-1	-1
1	29	2	1	36	3	2	28	36	39	10	3	34	9	6	23	27	40	-1	-1
1	29	2	1	37	1	5	10	8	22	17	12	11	4	23	28	18	37	-1	-1
1	29	2	1	38	2	19	14	33	31	15	7	35	24	1	21	2	13	-1	-1
1	29	2	1	39	1	5	23	11	12	4	20	17	36	22	37	18	8	-1	-1
1	29	2	1	40	2	7	21	13	2	1	19	31	24	14	33	26	35	-1	-1
1	29	2	1	41	2	1	19	2	27	31	21	24	26	14	23	33	13	-1	-1
1	29	2	1	42	1	28	22	4	8	20	5	23	37	11	12	18	17	-1	-1
1	29	2	1	43	1	12	28	32	4	17	11	37	23	22	5	8	20	-1	-1
1	29	2	1	44	3	40	3	27	9	32	10	15	6	39	26	30	36	-1	-1
1	29	2	1	45	3	27	39	20	15	6	10	30	32	36	3	34	9	-1	-1
1	29	2	1	46	2	31	35	26	21	1	24	7	2	13	14	19	30	-1	-1
1	29	2	1	47	3	39	36	34	3	40	9	10	27	30	32	23	6	-1	-1
1	29	2	1	48	2	19	14	10	24	36	2	26	7	31	1	13	21	-1	-1
1	29	2	1	49	3	30	15	27	32	37	34	3	39	10	36	40	9	-1	-1
1	29	2	1	50	1	22	8	28	18	20	37	5	23	12	11	17	4	-1	-1
1	29	2	1	51	3	6	9	32	10	30	36	40	34	39	15	3	27	-1	-1
1	29	2	1	52	1	20	5	28	18	17	12	22	11	8	37	23	4	-1	-1
1	29	2	1	53	1	22	26	28	20	12	5	11	4	8	17	37	23	-1	-1
1	29	2	1	54	2	4	13	26	31	35	24	2	1	7	14	21	11	-1	-1
1	29	2	1	55	1	14	18	39	37	20	4	28	17	23	22	36	11	-1	-1
1	29	2	1	56	2	1	26	7	13	35	24	14	33	4	2	40	21	-1	-1
1	29	2	1	57	2	7	2	31	33	26	19	35	21	13	24	1	14	-1	-1
1	29	2	1	58	1	5	23	37	11	28	17	12	4	20	8	22	18	-1	-1
1	29	2	1	59	2	19	21	24	1	30	34	10	14	33	35	31	13	-1	-1
1	29	2	1	60	1	37	5	11	28	31	26	12	21	4	18	22	20	-1	-1
1	29	2	1	61	3	30	27	10	36	9	34	15	32	40	3	39	6	-1	-1
1	29	2	1	62	2	31	33	21	1	26	19	13	28	2	14	35	7	-1	-1
1	29	2	1	63	2	19	2	31	21	13	1	24	14	27	35	6	3	-1	-1
1	29	2	1	64	1	20	28	22	5	4	11	12	14	18	37	17	9	-1	-1
1	29	2	1	65	2	14	26	19	2	31	24	13	21	23	35	7	33	-1	-1
1	29	2	1	66	3	3	9	39	30	36	32	34	10	27	6	15	40	-1	-1
1	29	2	1	67	3	39	9	34	36	3	15	10	4	32	30	40	6	-1	-1
1	29	2	1	68	1	28	5	4	18	23	12	11	22	26	20	24	17	-1	-1
1	29	2	1	69	3	30	39	27	3	10	36	9	6	34	15	32	40	-1	-1
1	29	2	1	70	1	9	5	28	22	11	20	4	8	37	35	18	12	-1	-1
1	29	2	1	71	1	20	4	12	23	8	18	5	28	11	17	37	22	-1	-1
1	29	2	1	72	1	4	28	11	5	18	37	17	23	22	20	30	8	-1	-1
1	29	2	1	73	3	34	27	36	30	6	10	3	32	9	39	40	15	-1	-1
1	29	2	1	74	1	4	17	18	20	8	11	5	23	37	12	28	22	-1	-1
1	29	2	1	75	2	35	1	21	2	13	31	26	19	14	39	7	33	-1	-1
1	29	2	1	76	1	22	28	17	20	23	37	18	4	8	11	5	12	-1	-1
1	29	2	1	77	1	23	5	17	32	22	4	20	14	18	11	8	28	-1	-1
1	29	2	1	78	2	13	33	35	2	26	1	24	7	21	6	31	14	-1	-1
1	29	2	1	79	1	26	30	20	37	22	23	5	4	11	12	18	28	-1	-1
1	29	2	1	80	3	18	10	34	9	6	32	40	39	3	27	36	15	-1	-1
1	29	2	1	81	1	37	22	4	28	18	8	17	13	5	23	20	11	-1	-1
1	29	2	1	82	3	27	36	34	3	6	32	15	39	40	9	30	10	-1	-1
