"cond"	"subj"	"fixed"	"phase"	"trial"	"catordist"	"ic1"	"ic2"	"ic3"	"ic4"	"ic5"	"ic6"	"ic7"	"ic8"	"ic9"	"ic10"	"ic11"	"ic12"	"resp"	"rt"
1	11	2	2	41	5	2	4	1	17	5	15	22	19	34	3	23	39	2	1.64
1	11	2	2	42	13	20	26	34	38	22	30	31	9	14	23	29	12	3	3.66
1	11	2	2	43	1	24	13	20	34	21	6	22	17	32	11	16	10	2	2.16
1	11	2	2	44	1	13	32	20	1	12	8	21	18	24	31	4	6	1	3.4
1	11	2	2	45	2	29	8	11	19	12	17	32	1	2	23	21	33	2	7.279999999
1	11	2	2	46	9	9	39	29	15	38	37	7	30	14	2	5	18	3	1.57
1	11	2	2	47	11	4	7	27	26	38	21	15	24	17	37	28	30	1	2.19
1	11	2	2	48	4	24	5	26	19	8	23	32	34	4	27	7	18	1	2.47
1	11	2	2	49	11	1	39	37	30	2	16	26	11	27	19	38	15	2	2.96
1	11	2	2	50	12	16	29	5	13	8	18	22	20	34	23	33	21	2	3.19
1	11	2	2	51	6	9	6	28	5	23	39	1	2	3	15	29	17	2	2.05
1	11	2	2	52	13	31	34	22	7	15	9	12	33	10	5	3	26	2	1.38
1	11	2	2	53	13	10	15	2	33	20	31	37	5	30	23	18	9	2	4.41
1	11	2	2	54	8	14	6	3	5	28	29	26	18	15	38	22	27	3	8.27
1	11	2	2	55	4	33	28	6	19	12	11	29	5	30	21	15	16	2	3.37
1	11	2	2	56	6	37	5	32	26	9	7	17	19	28	2	34	10	2	2.5
1	11	2	2	57	11	27	26	19	28	7	38	37	8	24	14	3	1	1	2.47
1	11	2	2	58	13	22	5	3	20	10	23	14	30	31	18	33	28	3	1.25
1	11	2	2	59	1	32	11	17	18	4	12	8	1	13	5	23	16	2	4.84
1	11	2	2	60	2	21	12	2	10	17	16	4	24	29	6	33	13	1	1.35
1	11	2	2	61	3	3	11	10	19	22	16	39	4	17	18	29	8	2	9.23
1	11	2	2	62	1	21	9	11	1	8	13	4	33	10	19	32	22	2	3.24
1	11	2	2	63	3	3	4	17	20	6	29	32	1	18	13	37	22	3	15.59
1	11	2	2	64	12	13	20	34	29	19	22	6	16	31	12	23	5	2	3.56
1	11	2	2	65	10	21	17	14	3	2	6	32	19	16	27	8	11	3	3.79
1	11	2	2	66	3	23	20	21	4	2	6	37	9	18	16	19	8	3	1.92
1	11	2	2	67	13	30	37	23	18	15	29	27	34	9	5	12	10	2	2.14
1	11	2	2	68	11	14	2	3	37	7	30	8	15	19	17	38	32	3	3.98
1	11	2	2	69	9	30	3	12	22	33	2	37	7	14	28	29	38	3	1.3
1	11	2	2	70	10	19	17	16	30	11	32	26	13	27	24	4	39	1	1.63
1	11	2	2	71	5	39	17	8	18	37	9	28	12	32	16	7	34	1	9.73
1	11	2	2	72	3	30	16	38	24	20	29	11	18	21	10	32	19	1	1.44
1	11	2	2	73	12	19	9	33	32	20	23	12	6	13	22	18	29	2	2.4
1	11	2	2	74	6	20	12	23	3	1	14	7	39	16	4	18	28	3	1.29
1	11	2	2	75	9	31	15	30	9	39	7	14	37	33	38	10	27	3	0.9199999999
1	11	2	2	76	11	24	1	21	37	13	27	26	14	38	2	28	39	1	3.97
1	11	2	2	77	9	14	9	31	15	37	38	26	5	27	22	30	28	3	3.61
1	11	2	2	78	7	18	10	30	22	14	38	28	17	2	20	4	26	3	1.26
1	11	2	2	79	1	23	32	22	29	11	17	13	31	16	4	24	6	1	2.94
1	11	2	2	80	10	8	32	6	37	16	39	19	1	27	17	3	4	2	2.83
1	11	2	2	81	12	1	10	5	22	16	9	31	20	24	23	12	21	2	1.25
1	11	2	2	82	1	9	8	32	11	23	13	12	29	17	6	19	4	2	3.57
1	11	2	2	83	9	26	14	30	12	33	7	29	38	37	39	3	18	3	1.12
1	11	2	2	84	10	37	17	27	13	24	1	14	4	16	8	15	21	1	3.43
1	11	2	2	85	3	1	34	9	22	11	7	3	19	4	24	6	12	2	1.06
1	11	2	2	86	6	2	3	31	16	9	4	38	22	21	23	26	39	2	4.49
1	11	2	2	87	6	37	31	4	14	39	12	9	21	33	3	26	24	1	1.64
1	11	2	2	88	4	1	9	16	31	2	32	27	7	11	8	34	33	2	1.37
1	11	2	2	89	9	23	12	33	22	14	3	7	39	2	28	26	30	3	0.8400000001
1	11	2	2	90	11	28	6	15	3	32	39	38	21	11	14	30	26	3	1.08
1	11	2	2	91	13	18	22	34	9	10	38	33	5	37	12	26	30	2	2.12
1	11	2	2	92	7	10	31	26	38	34	28	23	14	8	37	27	21	2	3.76
1	11	2	2	93	1	5	24	33	8	1	21	13	29	16	11	17	9	1	2.13
1	11	2	2	94	1	20	4	22	18	8	32	21	24	6	16	23	19	1	1.83
1	11	2	2	95	8	14	9	22	7	23	26	38	39	30	24	3	18	3	1.34
1	11	2	2	96	7	37	3	17	10	38	29	1	12	20	27	26	28	2	2.11
1	11	2	2	97	3	8	21	12	11	33	38	24	23	6	17	27	29	1	2.6
1	11	2	2	98	8	27	7	15	33	31	3	12	1	37	38	2	29	2	3.85
1	11	2	2	99	12	33	17	5	20	21	23	12	6	9	11	29	31	2	1.09
1	11	2	2	100	5	26	30	22	27	10	32	29	17	34	4	6	15	2	4.92
1	11	2	2	101	13	26	12	5	7	37	20	18	33	29	9	31	28	2	1.69
1	11	2	2	102	2	13	29	19	9	20	17	16	28	1	6	18	21	2	2.45
1	11	2	2	103	7	30	20	28	21	5	7	14	29	39	15	33	24	3	1.56
1	11	2	2	104	4	14	32	13	17	20	24	38	23	6	12	7	5	1	1.66
1	11	2	2	105	4	10	24	16	17	20	15	11	2	29	4	38	31	1	2.33
1	11	2	2	106	13	10	12	9	38	5	23	18	31	30	39	22	26	2	1.46
1	11	2	2	107	9	28	18	30	22	39	38	14	27	2	15	12	29	3	0.9399999999
1	11	2	2	108	8	14	38	15	11	26	2	23	30	34	7	9	10	3	1.35
1	11	2	2	109	11	14	2	21	13	38	28	4	15	3	32	26	39	3	5.060000001
1	11	2	2	110	7	5	39	19	1	28	20	37	31	26	3	23	2	2	0.8200000001
1	11	2	2	111	4	18	10	27	6	34	13	16	39	28	21	19	23	2	4.029999999
1	11	2	2	112	2	11	10	16	7	18	5	19	33	24	32	21	13	1	1.08
1	11	2	2	113	9	30	7	9	18	2	37	38	15	33	39	3	12	3	6.16
1	11	2	2	114	10	3	11	24	6	37	4	1	17	39	8	16	28	1	0.99
1	11	2	2	115	4	1	18	4	27	20	34	38	28	17	31	16	24	1	2.63
1	11	2	2	116	3	10	15	13	28	8	16	34	33	1	12	32	11	2	0.8200000001
1	11	2	2	117	5	18	12	1	24	30	5	3	19	10	15	21	2	3	1.12
1	11	2	2	118	12	34	4	5	18	9	33	1	29	10	21	20	24	1	2.39
1	11	2	2	119	10	2	3	32	8	19	21	24	13	6	27	26	17	1	1.16
1	11	2	2	120	5	16	30	21	20	29	34	26	9	4	38	1	14	3	1.2
1	11	2	2	121	2	13	5	11	8	22	19	18	37	23	24	16	4	2	1.51
1	11	2	2	122	7	26	39	7	29	15	9	11	31	33	17	3	2	2	3.42
1	11	2	2	123	2	17	10	14	19	5	21	6	24	31	23	32	16	1	1.01
1	11	2	2	124	5	18	29	26	28	13	39	27	4	33	19	16	31	2	2.93
1	11	2	2	125	2	16	19	32	6	12	33	1	2	4	18	34	13	2	1.35
1	11	2	2	126	9	28	15	30	18	9	39	10	23	14	38	2	27	3	1.09
1	11	2	2	127	11	28	14	7	39	15	3	13	6	2	19	11	37	2	3.17
1	11	2	2	128	2	11	8	6	34	19	28	5	13	16	21	18	29	2	1.88
1	11	2	2	129	4	14	22	16	8	4	6	3	23	18	11	20	30	3	2.47
1	11	2	2	130	5	1	21	26	38	10	20	15	13	3	34	5	24	1	1.72
1	12	3	0	1	1	16	18	6	10	29	27	39	37	2	3	1	22	-1	-1
1	12	3	0	2	2	30	12	36	9	34	21	13	5	24	38	8	28	-1	-1
1	12	3	0	3	3	7	25	20	31	14	40	17	33	11	15	4	35	-1	-1
1	12	3	0	4	4	19	23	26	32	0	0	0	0	0	0	0	0	-1	-1
1	12	3	1	1	1	1	13	29	22	37	18	27	2	6	16	39	3	-1	-1
1	12	3	1	2	1	1	11	22	14	37	10	27	18	38	3	16	7	-1	-1
1	12	3	1	3	2	30	13	14	8	12	38	36	24	28	21	9	5	-1	-1
1	12	3	1	4	3	9	25	11	33	14	4	15	35	31	7	20	40	-1	-1
1	12	3	1	5	1	2	18	29	16	1	10	39	24	37	27	3	6	-1	-1
1	12	3	1	6	1	2	29	37	3	1	22	16	27	6	39	18	10	-1	-1
1	12	3	1	7	1	34	10	6	37	1	3	29	22	2	18	39	27	-1	-1
1	12	3	1	8	3	17	11	40	7	20	2	15	1	4	25	31	35	-1	-1
1	12	3	1	9	1	6	18	16	27	29	10	30	3	37	22	39	2	-1	-1
1	12	3	1	10	3	11	40	35	14	7	20	25	17	4	33	31	15	-1	-1
1	12	3	1	11	1	3	27	16	37	22	6	2	29	1	18	10	39	-1	-1
1	12	3	1	12	1	10	37	6	39	13	29	3	18	2	16	1	27	-1	-1
1	12	3	1	13	1	1	15	3	16	30	2	18	39	27	22	33	29	-1	-1
1	12	3	1	14	2	24	13	12	9	38	36	28	34	5	21	30	1	-1	-1
1	12	3	1	15	2	24	30	21	34	13	38	8	28	9	40	36	5	-1	-1
1	12	3	1	16	3	40	14	35	25	33	20	1	31	38	4	7	15	-1	-1
1	12	3	1	17	1	37	16	3	2	29	6	1	27	18	39	10	22	-1	-1
1	12	3	1	18	2	12	36	38	28	30	24	8	5	21	34	31	9	-1	-1
1	12	3	1	19	2	30	36	8	38	5	12	22	34	28	21	13	24	-1	-1
1	12	3	1	20	2	38	12	30	8	5	9	34	28	36	13	1	21	-1	-1
1	12	3	1	21	1	6	37	18	10	16	34	14	27	22	35	13	3	-1	-1
1	12	3	1	22	2	36	24	30	38	8	13	5	21	9	12	34	28	-1	-1
1	12	3	1	23	3	29	7	36	31	40	4	35	17	25	20	6	11	-1	-1
1	12	3	1	24	2	24	9	8	12	16	38	5	27	36	30	34	21	-1	-1
1	12	3	1	25	1	27	1	22	37	2	18	6	39	3	16	10	30	-1	-1
1	12	3	1	26	3	40	20	15	25	35	11	33	21	7	4	14	24	-1	-1
1	12	3	1	27	2	33	34	24	38	8	28	9	36	5	30	13	21	-1	-1
1	12	3	1	28	2	36	38	24	34	13	9	18	40	8	12	21	5	-1	-1
1	12	3	1	29	1	27	16	18	3	29	6	37	2	22	39	1	10	-1	-1
1	12	3	1	30	3	25	4	7	15	17	20	40	39	11	14	33	31	-1	-1
1	12	3	1	31	2	21	12	13	38	28	8	30	36	24	34	5	9	-1	-1
1	12	3	1	32	1	18	10	3	39	6	29	37	2	27	1	11	16	-1	-1
1	12	3	1	33	3	10	31	11	25	33	7	40	20	4	35	14	15	-1	-1
1	12	3	1	34	2	36	28	12	30	13	38	21	24	34	9	8	15	-1	-1
1	12	3	1	35	1	2	39	37	27	3	6	29	18	1	16	10	22	-1	-1
1	12	3	1	36	3	11	14	7	35	17	31	20	25	33	40	4	15	-1	-1
1	12	3	1	37	3	7	11	27	25	14	31	15	40	17	33	20	35	-1	-1
1	12	3	1	38	2	38	8	24	27	21	34	25	33	30	12	36	5	-1	-1
1	12	3	1	39	3	25	33	4	7	29	31	11	2	14	40	15	17	-1	-1
1	12	3	1	40	2	27	28	9	21	14	38	8	36	5	30	34	24	-1	-1
1	12	3	1	41	2	28	24	21	8	36	12	13	5	38	9	30	34	-1	-1
1	12	3	1	42	1	6	27	2	18	1	37	16	12	39	22	3	10	-1	-1
1	12	3	1	43	2	9	5	10	2	36	13	12	24	38	21	30	8	-1	-1
1	12	3	1	44	3	14	11	2	15	4	17	35	7	25	31	20	33	-1	-1
1	12	3	1	45	2	34	21	24	38	5	9	13	33	30	22	36	28	-1	-1
1	12	3	1	46	2	5	36	39	28	8	7	9	12	24	34	30	27	-1	-1
1	12	3	1	47	3	36	15	11	7	40	33	14	4	35	25	31	17	-1	-1
1	12	3	1	48	3	11	35	40	33	25	4	6	7	15	14	20	17	-1	-1
1	12	3	1	49	3	4	20	35	31	25	11	40	17	14	33	15	7	-1	-1
1	12	3	1	50	1	13	22	16	18	24	27	40	2	31	3	38	29	-1	-1
1	12	3	1	51	2	28	24	21	5	9	12	30	40	38	8	13	34	-1	-1
1	12	3	1	52	2	13	12	38	24	9	18	6	28	21	5	34	8	-1	-1
1	12	3	1	53	1	29	16	6	18	2	40	37	1	10	31	39	36	-1	-1
1	12	3	1	54	3	4	14	25	35	20	31	7	33	11	6	15	40	-1	-1
1	12	3	1	55	2	12	34	8	21	9	24	28	38	5	36	13	30	-1	-1
1	12	3	1	56	1	24	2	29	18	16	9	3	13	39	10	1	37	-1	-1
1	12	3	1	57	3	14	25	4	20	15	33	31	35	17	7	6	40	-1	-1
1	12	3	1	58	1	10	27	18	37	1	16	39	20	8	22	6	2	-1	-1
1	12	3	1	59	2	38	5	10	28	9	34	8	12	13	30	16	24	-1	-1
1	12	3	1	60	1	39	22	16	10	2	29	27	1	18	6	37	3	-1	-1
1	12	3	1	61	2	21	8	38	34	36	9	24	28	13	5	30	3	-1	-1
1	12	3	1	62	3	14	11	4	40	20	15	35	33	22	7	31	17	-1	-1
1	12	3	1	63	3	17	4	25	40	31	33	35	7	20	14	11	16	-1	-1
1	12	3	1	64	1	16	14	18	29	39	3	6	22	37	9	1	2	-1	-1
1	12	3	1	65	2	28	36	8	9	30	34	38	24	5	1	21	12	-1	-1
1	12	3	1	66	1	39	29	2	10	27	22	37	16	18	1	3	6	-1	-1
1	12	3	1	67	2	8	24	34	21	13	9	39	36	28	5	12	38	-1	-1
1	12	3	1	68	2	24	28	21	38	13	30	34	9	12	5	36	25	-1	-1
1	12	3	1	69	1	6	37	14	3	29	36	27	10	1	2	39	16	-1	-1
1	12	3	1	70	1	2	16	5	29	27	18	6	10	22	3	39	37	-1	-1
1	12	3	1	71	3	40	17	15	20	7	33	28	10	14	25	11	31	-1	-1
1	12	3	1	72	1	22	39	16	1	2	18	27	29	3	6	10	37	-1	-1
1	12	3	1	73	3	25	35	15	20	11	7	40	33	14	31	17	4	-1	-1
1	12	3	1	74	3	7	35	20	11	14	33	4	17	40	31	15	25	-1	-1
1	12	3	1	75	3	15	25	7	14	20	17	4	33	11	3	31	35	-1	-1
1	12	3	1	76	3	20	4	17	25	11	14	35	33	7	40	30	31	-1	-1
1	12	3	1	77	3	7	11	30	15	25	17	31	35	4	40	14	28	-1	-1
1	12	3	1	78	1	29	1	3	2	16	39	10	37	27	22	6	18	-1	-1
1	12	3	1	79	3	14	33	7	15	11	40	17	31	4	20	25	6	-1	-1
1	12	3	1	80	2	21	5	25	24	34	12	9	38	8	36	30	13	-1	-1
1	12	3	1	81	2	30	34	21	13	28	24	12	36	38	8	5	9	-1	-1
1	12	3	1	82	1	2	22	3	18	27	39	16	10	29	6	37	1	-1	-1
1	12	3	1	83	2	21	28	9	8	12	40	38	34	13	36	5	24	-1	-1
1	12	3	1	84	2	9	5	34	17	21	24	12	13	8	38	28	30	-1	-1
1	12	3	1	85	1	3	39	16	12	6	24	8	22	1	11	37	2	-1	-1
1	12	3	1	86	3	17	16	11	15	25	20	7	31	5	33	4	14	-1	-1
1	12	3	1	87	3	22	40	35	4	31	33	25	14	11	8	20	7	-1	-1
1	12	3	1	88	3	20	33	31	11	15	14	7	25	4	17	5	10	-1	-1
1	12	3	1	89	1	2	10	29	22	37	12	25	6	1	27	18	3	-1	-1
1	12	3	1	90	3	35	36	40	33	22	4	17	15	14	11	20	3	-1	-1
1	12	3	2	1	9	36	28	5	11	12	13	34	40	20	38	9	31	2	3.88
1	12	3	2	2	5	8	6	33	30	39	36	18	17	20	25	13	22	1	3.18
1	12	3	2	3	8	9	28	22	30	17	12	13	20	35	14	8	34	3	6.66
1	12	3	2	4	5	1	24	13	6	40	14	36	31	7	18	28	3	3	3.36
1	12	3	2	5	4	37	3	27	7	35	38	28	8	33	10	15	22	3	3.2
1	12	3	2	6	8	11	38	35	7	36	21	28	34	3	9	30	4	3	1.61
1	12	3	2	7	7	24	5	20	9	40	35	4	2	38	37	8	34	2	3.64
1	12	3	2	8	7	27	5	2	9	4	14	20	12	13	7	30	36	2	7.09
1	12	3	2	9	1	29	22	1	10	39	27	17	35	33	3	11	6	1	1.77
1	12	3	2	10	11	34	18	12	36	27	8	24	9	29	21	38	6	1	1.35
1	12	3	2	11	8	38	12	5	28	24	35	33	25	36	13	17	22	2	1.4
1	12	3	2	12	7	30	8	17	12	25	1	34	7	3	13	28	11	3	2.42
1	12	3	2	13	9	34	30	14	21	40	5	20	9	28	38	13	25	2	3.19
1	12	3	2	14	2	1	40	20	3	38	16	11	35	39	10	6	2	1	1.13
1	12	3	2	15	6	31	30	8	27	3	12	24	29	35	4	11	13	3	3.52
1	12	3	2	16	9	14	8	5	33	12	9	31	40	24	13	21	28	2	1.98
1	12	3	2	17	6	7	11	8	18	3	33	30	10	13	12	28	31	3	2.83
1	12	3	2	18	3	29	10	7	20	14	12	1	37	39	2	38	15	3	1.3
1	12	3	2	19	5	24	39	36	28	17	14	6	20	13	3	7	1	3	2.21
1	12	3	2	20	5	36	38	20	37	12	10	6	30	33	2	11	40	1	1.53
1	12	3	2	21	6	35	38	5	16	9	37	40	33	15	12	28	3	2	1.73
1	12	3	2	22	6	18	34	31	29	15	12	4	36	8	37	28	35	3	6.5
1	12	3	2	23	5	8	36	4	10	17	6	35	22	21	30	37	31	1	2.39
1	12	3	2	24	7	33	9	14	21	7	13	22	28	2	34	38	25	3	1.63
1	12	3	2	25	3	3	29	27	17	36	30	11	15	6	25	16	2	1	1.87
1	12	3	2	26	2	40	39	9	27	14	35	22	1	10	37	16	4	3	4.810000001
1	12	3	2	27	10	2	36	3	6	38	22	27	29	30	9	18	39	1	2.08
1	12	3	2	28	3	5	18	14	16	37	8	27	31	39	20	6	17	1	1.57
1	12	3	2	29	2	40	27	16	4	2	35	1	7	6	30	39	29	1	1.53
1	12	3	2	30	10	28	2	37	21	24	29	22	5	1	10	6	3	1	1.68
1	12	3	2	31	5	9	1	35	22	40	30	39	17	8	4	18	34	3	2.61
1	12	3	2	32	1	29	1	15	39	18	10	35	14	16	27	20	37	2	2.15
1	12	3	2	33	11	28	37	5	8	21	13	38	24	10	12	6	27	1	1.51
1	12	3	2	34	10	2	6	34	39	16	8	1	37	9	22	28	10	1	0.9199999999
1	12	3	2	35	11	36	38	8	37	24	30	22	21	9	29	5	2	2	3.34
1	12	3	2	36	9	8	17	24	38	12	21	14	30	20	13	25	9	2	2.69
1	12	3	2	37	13	7	9	15	25	36	33	12	17	11	31	24	4	3	2.45
1	12	3	2	38	11	1	9	36	16	21	22	29	8	24	5	28	12	2	1.21
1	12	3	2	39	1	17	16	18	6	31	29	7	10	1	27	20	39	1	1.44
1	12	3	2	40	11	28	9	36	2	38	13	18	6	3	34	12	24	1	1.21
1	12	3	2	41	4	20	25	37	40	35	28	10	6	39	3	30	13	1	1.57
1	12	3	2	42	12	16	18	39	14	33	7	35	31	4	2	11	20	3	2.76
1	12	3	2	43	4	3	15	2	20	27	6	33	1	8	12	24	11	1	0.79
1	12	3	2	44	3	36	2	38	22	16	18	4	37	40	39	7	17	3	0.7
1	12	3	2	45	8	38	30	24	35	28	34	8	39	15	40	13	20	3	2.32
1	12	3	2	46	3	33	1	14	18	38	25	39	6	16	37	11	13	1	1.32
1	12	3	2	47	7	33	13	15	9	28	17	2	12	25	27	8	5	2	1.02
1	12	3	2	48	9	21	13	12	24	38	25	8	11	15	4	34	36	2	2.5
1	12	3	2	49	3	17	9	27	39	18	35	15	36	37	29	2	20	3	2.13
1	12	3	2	50	11	9	30	5	2	27	8	22	12	13	37	21	36	2	1.85
1	12	3	2	51	1	27	33	22	18	29	4	39	7	15	1	3	37	3	0.8500000001
1	12	3	2	52	2	40	36	6	17	10	31	35	2	18	3	29	16	1	1.54
1	12	3	2	53	7	28	15	21	17	40	39	18	24	9	33	13	34	3	3.54
1	12	3	2	54	6	5	38	11	3	36	35	6	40	34	12	18	14	1	0.72
1	12	3	2	55	9	8	38	13	25	21	28	40	7	36	12	17	24	3	1.52
1	12	3	2	56	2	39	11	35	10	27	6	25	29	2	33	28	1	1	0.96
1	12	3	2	57	13	24	40	13	14	12	33	15	31	25	17	28	7	3	1.2
1	12	3	2	58	1	2	6	15	29	14	11	3	1	37	39	10	33	1	1.22
1	12	3	2	59	6	21	27	37	15	20	5	24	3	8	17	11	13	2	1.18
1	12	3	2	60	4	10	29	36	2	20	18	22	14	40	38	8	25	3	2.29
1	12	3	2	61	5	29	17	36	8	22	4	37	3	40	9	20	13	3	1.76
1	12	3	2	62	10	3	1	8	18	39	5	22	10	30	6	34	2	1	0.8400000001
1	12	3	2	63	2	2	10	33	35	31	6	39	7	16	5	22	37	1	0.6200000001
1	12	3	2	64	9	11	31	38	36	8	14	30	21	12	20	24	34	3	1.77
1	12	3	2	65	1	27	22	37	3	17	4	20	1	33	29	2	39	3	2.04
1	12	3	2	66	12	39	31	2	1	29	35	11	4	20	7	15	40	3	2.03
1	12	3	2	67	3	1	3	4	30	27	14	2	39	20	40	5	29	2	1.98
1	12	3	2	68	13	11	14	35	38	8	4	40	25	5	7	9	15	3	1.27
1	12	3	2	69	7	9	39	11	12	38	20	15	37	24	13	34	4	2	2.41
1	12	3	2	70	2	18	17	40	27	3	14	7	29	2	21	6	10	1	0.8799999999
1	12	3	2	71	12	4	27	40	31	25	2	15	29	35	33	20	1	3	3.07
1	12	3	2	72	3	6	33	2	16	21	37	18	31	17	22	30	20	1	1.04
1	12	3	2	73	10	30	10	18	27	39	2	37	6	12	8	29	34	1	2.24
1	12	3	2	74	13	33	21	30	40	36	11	25	35	17	12	31	15	2	2.89
1	12	3	2	75	8	15	24	6	8	38	7	28	14	34	35	21	9	1	1.02
1	12	3	2	76	5	3	36	38	29	2	31	35	1	34	5	11	20	2	1.66
1	12	3	2	77	7	31	8	9	13	28	4	24	12	2	3	7	20	3	1.9
1	12	3	2	78	5	40	21	22	8	38	27	2	39	11	7	12	20	3	0.6100000001
1	12	3	2	79	4	3	24	14	15	6	2	39	38	29	31	12	20	1	0.8
1	12	3	2	80	11	12	1	16	28	30	10	24	5	38	36	37	21	2	2.99
1	12	3	2	81	9	36	38	24	21	40	11	9	25	30	33	13	28	3	1.71
1	12	3	2	82	12	40	4	16	2	1	7	35	11	14	25	20	22	3	0.8300000001
1	12	3	2	83	13	24	20	36	7	40	15	11	17	35	33	30	13	3	0.8500000001
1	12	3	2	84	13	15	17	36	14	5	31	20	35	12	40	33	24	2	1.45
1	12	3	2	85	11	34	36	30	27	38	8	13	18	5	22	12	29	2	1.06
1	12	3	2	86	1	40	22	2	11	18	3	7	33	39	6	1	37	1	0.8200000001
1	12	3	2	87	2	40	29	39	35	20	1	18	25	6	38	27	10	1	1.05
1	12	3	2	88	4	17	11	30	21	39	31	20	16	29	1	18	9	3	2.67
1	12	3	2	89	4	28	18	35	16	40	30	36	4	11	37	22	2	3	2.02
1	12	3	2	90	8	20	28	1	4	7	31	36	13	30	12	9	24	2	2.42
1	12	3	2	91	11	24	8	28	36	29	10	21	13	16	9	38	37	3	4.52
1	12	3	2	92	2	10	18	31	6	15	4	38	7	16	3	22	39	3	1.03
1	12	3	2	93	13	11	7	30	33	36	35	4	20	9	31	38	25	3	0.8300000001
1	12	3	2	94	1	10	18	33	25	3	27	37	29	15	6	17	16	1	0.98
1	12	3	2	95	4	22	6	17	1	2	30	5	4	39	35	11	24	1	1.28
1	12	3	2	96	3	14	28	30	40	22	25	27	29	1	37	4	2	1	2.53
1	12	3	2	97	6	3	33	25	24	39	4	40	8	30	21	12	1	2	1.37
1	12	3	2	98	1	16	6	11	2	15	3	22	37	10	20	33	27	1	0.8700000001
1	12	3	2	99	1	6	10	1	31	11	3	18	17	25	29	16	22	1	0.75
1	12	3	2	100	8	11	38	15	28	7	18	34	9	30	20	36	5	3	0.6499999999
1	12	3	2	101	4	11	16	39	18	27	28	3	13	4	24	14	33	3	3.61
1	12	3	2	102	12	15	17	25	1	14	40	33	31	4	6	2	37	1	0.8100000001
1	12	3	2	103	10	28	10	24	6	29	9	5	3	16	1	27	39	2	3.91
1	12	3	2	104	13	24	17	11	33	25	35	34	9	31	14	20	30	3	1.97
1	12	3	2	105	6	14	22	5	17	38	13	24	12	11	6	2	40	1	1.37
1	12	3	2	106	10	38	24	29	39	8	27	18	2	30	16	10	22	3	3.07
1	12	3	2	107	4	28	25	18	27	20	24	1	6	33	4	16	13	1	0.6899999999
1	12	3	2	108	3	1	20	18	33	6	12	27	15	4	3	30	39	1	1.15
1	12	3	2	109	12	3	29	40	31	33	20	4	6	11	37	25	15	1	1.11
1	12	3	2	110	13	36	33	13	31	40	11	24	5	25	4	14	17	2	1.12
1	12	3	2	111	11	28	34	38	13	39	37	8	29	21	30	22	5	2	0.5600000001
1	12	3	2	112	10	16	38	1	3	36	2	22	39	28	10	30	29	2	2.29
1	12	3	2	113	9	15	14	21	12	28	30	36	5	11	34	35	38	2	0.8500000001
1	12	3	2	114	7	7	40	24	37	30	6	25	12	36	5	33	8	1	2.77
1	12	3	2	115	8	8	4	29	35	21	15	30	12	34	5	14	24	2	1.37
1	12	3	2	116	6	40	3	36	6	14	39	34	30	8	21	4	31	1	1.61
1	12	3	2	117	12	1	16	6	25	35	40	33	17	4	11	18	31	1	1.05
1	12	3	2	118	6	24	38	37	5	6	14	18	21	20	31	34	35	1	1.02
1	12	3	2	119	10	8	30	6	22	3	5	39	24	37	29	10	27	1	1.28
1	12	3	2	120	12	2	7	39	4	40	25	18	17	33	31	27	11	3	1.01
1	12	3	2	121	9	12	25	30	5	8	15	36	21	20	14	28	9	2	1.89
1	12	3	2	122	2	6	31	1	3	2	16	5	15	37	35	18	14	2	3.02
1	12	3	2	123	10	18	16	30	3	22	24	6	28	37	10	39	13	1	0.98
1	12	3	2	124	7	21	5	25	33	12	18	39	20	38	14	24	9	2	1.77
1	12	3	2	125	12	29	37	11	31	20	35	33	1	27	40	4	7	3	1.39
1	12	3	2	126	5	29	39	28	12	10	7	35	36	33	9	37	4	3	0.7
1	12	3	2	127	12	31	35	33	4	14	1	40	25	29	37	2	7	3	0.55
1	12	3	2	128	8	22	31	7	5	13	12	35	38	28	9	4	34	2	1.36
1	12	3	2	129	8	34	33	30	38	18	4	13	36	9	8	14	20	3	2.07
1	12	3	2	130	13	9	30	35	15	36	12	40	11	33	4	14	17	3	1.64
2	13	1	0	1	1	10	16	11	1	19	7	9	32	12	40	37	36	-1	-1
2	13	1	0	2	2	14	21	4	29	18	35	8	3	6	33	17	28	-1	-1
2	13	1	0	3	3	13	15	38	25	34	27	31	23	30	2	39	5	-1	-1
2	13	1	0	4	4	20	22	24	26	0	0	0	0	0	0	0	0	-1	-1
2	13	1	1	1	3	5	2	27	13	34	31	38	25	23	30	39	15	-1	-1
2	13	1	1	2	2	21	14	4	3	17	8	35	33	6	28	29	18	-1	-1
2	13	1	1	3	1	16	32	9	36	1	10	19	28	40	12	15	37	-1	-1
2	13	1	1	4	3	34	5	38	23	2	30	25	16	9	12	27	15	-1	-1
2	13	1	1	5	3	2	25	31	38	15	5	13	39	34	23	30	4	-1	-1
2	13	1	1	6	1	32	12	40	9	19	16	10	36	37	38	1	11	-1	-1
2	13	1	1	7	1	10	37	5	1	40	19	16	11	3	13	36	12	-1	-1
2	13	1	1	8	2	29	18	6	21	3	8	17	4	35	33	32	14	-1	-1
2	13	1	1	9	3	39	23	34	27	15	2	31	30	25	5	13	38	-1	-1
2	13	1	1	10	3	8	25	2	31	27	12	15	13	23	34	5	38	-1	-1
